N,P,K,S,Fe,Zn,temperature,ph,rainfall,label
41,31,30,56,47,66,27.46088287,6.98491119,85.4625865,mango
2,124,198,33,39,30,23.51143293,7.046766271,73.83562717,grapes
5,135,201,52,71,33,23.99277117,6.754179769,119.1867906,apple
9,19,15,46,11,15,32.85240692,7.117130856,100.7470345,orange
140,40,17,47,104,20,24.78257969,7.060132254,80.01683826,cotton
98,37,34,20,5,3,24.23600642,6.437455285,96.88451424,coffee
99,28,35,16,4,2,25.26216679,8.063748934,261.7851088,rice
88,61,24,19,76,22,25.0149422,6.12924292,108.3507488,maize
50,62,82,7,4,32,17.08362518,8.339113049,82.98310737,chickpea
74,74,23,9,14,58,26.56272802,8.514768967,43.83457475,lentil
8,34,44,25,4,3,23.28335922,6.659715,107.8502286,pomegranate
93,88,39,38,45,18,31.18816729,7.261658567,104.6913966,banana
33,20,36,48,57,75,31.65972032,6.15948981,88.85015122,mango
25,127,199,51,35,43,24.09755414,6.808406331,73.55663083,grapes
107,140,199,51,69,42,24.25620741,6.720356369,120.9173699,apple
6,5,12,46,9,5,23.9968642,6.780540422,105.0114303,orange
114,59,28,3,117,25,24.13906864,8.445714745,73.29033254,cotton
14,24,19,6,50,2,29.30019507,6.949446543,86.97074154,coffee
69,51,38,21,7,1,26.08132153,7.331877231,183.8270232,rice
73,33,20,28,54,3,29.04975927,5.832608172,168.241739,maize
61,67,79,6,10,37,20.41599229,8.706601942,93.0004497,chickpea
37,76,21,14,13,45,26.23803269,8.659513875,57.61673723,lentil
16,29,46,22,4,6,20.64338165,7.557388013,116.1107116,pomegranate
104,78,44,26,58,20,29.45213536,7.290355849,116.9165168,banana
14,18,21,57,50,49,34.20637817,6.255815871,86.94843146,mango
14,118,197,36,35,38,19.04564672,5.990480191,62.9575779,grapes
4,132,197,35,73,40,24.42423142,6.642712518,105.9685413,apple
14,27,29,46,14,15,25.47462261,5.864506644,109.741356,orange
138,44,22,5,112,36,26.213072,9.407669174,76.5004615,cotton
89,40,37,19,3,1,27.61847349,6.921372296,186.7567093,coffee
62,41,39,24,5,2,22.60626524,8.062671132,188.3950066,rice
90,58,18,21,77,20,22.65168567,8.238578689,84.84968551,maize
33,68,82,12,11,33,17.56601182,8.587749612,63.00856288,chickpea
6,72,23,11,9,58,24.99133878,5.600176168,47.80728597,lentil
5,28,42,29,5,3,20.2202922,7.968318096,109.8980253,pomegranate
91,76,49,47,61,22,30.28713993,6.746618746,107.2528047,banana
0,40,32,48,37,50,29.74606878,6.084629223,99.96325773,mango
18,130,199,31,36,27,23.51395565,6.854588809,80.56959842,grapes
20,144,201,40,88,31,24.77348525,7.050536368,76.56905355,apple
103,9,15,23,10,9,20.26883704,8.892250315,103.4995196,orange
128,36,20,3,107,32,24.84548163,8.47120661,65.99654164,cotton
79,25,33,24,91,6,24.65975763,6.96956015,178.9308847,coffee
104,17,38,21,2,7,25.82171484,6.541190299,192.0637427,rice
80,55,19,27,69,34,19.46421161,7.580603134,78.70930116,maize
46,58,81,12,11,33,19.29472562,8.485896543,63.72846842,chickpea
100,75,26,28,9,37,26.58076696,6.004707468,52.18328317,lentil
42,18,39,26,2,6,19.2675309,7.036883462,99.91328622,pomegranate
98,89,45,39,78,11,31.20425332,7.347189845,100.4943249,banana
23,35,25,47,47,77,32.78003556,7.33961594,90.06597207,mango
16,130,198,22,39,28,17.66462552,7.005327116,70.16403962,grapes
23,131,203,44,146,36,21.83273123,6.792972174,119.8412105,apple
30,28,12,28,10,7,25.28891657,8.00465904,105.8834964,orange
108,37,24,3,75,29,27.37372806,8.534416722,68.61552041,cotton
89,16,13,24,8,7,18.55041102,6.472163564,112.4302052,coffee
87,19,38,23,1,1,21.31933098,6.37102143,255.802834,rice
103,48,21,29,67,31,23.86852866,8.134352306,124.2939955,maize
35,87,78,12,12,41,19.3769556,6.45491762,97.35923285,chickpea
4,72,25,10,12,50,24.40736618,7.645880913,50.93986892,lentil
5,8,31,25,2,3,24.35140205,8.034700304,104.0691107,pomegranate
89,92,49,42,54,17,26.7408733,6.929027679,121.2998718,banana
17,34,32,58,2,65,26.79454675,6.908788905,151.5528949,mango
20,145,203,43,52,41,23.4738191,7.656442301,69.3381449,grapes
0,124,199,7,102,36,24.31313976,6.772314013,118.9307755,apple
6,24,17,32,14,16,27.653096,7.269647794,106.761845,orange
94,45,28,4,74,33,25.71907059,6.657013609,88.89458158,cotton
79,22,22,21,1,2,23.21686666,6.21966659,114.36493,coffee
74,45,28,24,5,4,19.83792961,6.260304485,108.6934959,rice
82,39,25,26,6,1,24.59790377,6.152939118,167.1463263,maize
35,65,80,5,10,33,19.30138918,8.78340391,78.24567364,chickpea
35,83,23,11,7,43,26.1682651,8.66751828,49.79693799,lentil
34,24,33,18,1,1,20.07146663,6.311548247,114.9870142,pomegranate
110,90,45,42,55,14,28.6535242,6.51964087,124.4535274,banana
14,28,24,60,55,65,28.06100518,5.740499867,85.62144619,mango
28,125,195,36,36,41,28.58474545,5.831985413,68.99522221,grapes
36,130,198,45,81,37,21.56529193,5.970902105,125.760909,apple
20,6,6,35,13,14,35.92530801,6.812814777,102.1597876,orange
108,46,22,3,95,31,22.43462411,6.80957741,65.47741255,cotton
111,28,24,58,2,2,25.79471757,6.234049136,134.8402036,coffee
14,38,39,19,12,10,24.76910539,7.99260548,208.3473885,rice
87,57,20,22,71,27,25.60640212,6.182214776,97.33511924,maize
36,75,79,11,6,32,21.25239382,8.599266115,63.20103746,chickpea
36,81,26,8,12,44,26.06376797,8.008808578,51.12009774,lentil
2,26,43,31,10,5,21.68787463,7.764795795,102.8033179,pomegranate
88,78,53,27,61,15,27.54828875,7.128222226,103.7681552,banana
32,136,18,48,51,47,17.53494645,5.501746318,70.37219973,mango
10,135,202,39,32,38,12.57906501,6.637330261,68.30870999,grapes
11,145,205,47,128,39,23.12753413,5.914153551,114.2192426,apple
8,6,21,42,15,14,28.39831043,7.162757059,96.67959248,orange
129,47,17,3,102,29,24.63512368,8.374398121,68.5818588,cotton
10,20,27,46,69,60,27.43033764,7.337171934,92.03754334,coffee
99,31,25,18,12,3,25.67614747,8.036606152,168.8548178,rice
94,45,27,30,81,29,27.10907448,6.220944978,108.4093703,maize
51,85,82,10,4,20,17.42051785,6.036062635,93.569669,chickpea
81,76,23,11,11,37,28.05238751,8.018766279,44.22896093,lentil
9,13,41,22,2,5,19.66510099,6.778636529,118.4904816,pomegranate
100,88,41,26,51,13,28.10248228,7.043942951,114.2747151,banana
109,36,24,50,81,40,28.44366286,5.867300268,86.0169421,mango
22,137,201,30,50,44,31.38154871,7.254671945,66.79113211,grapes
25,130,199,51,49,38,30.7833011,7.135006751,110.4391989,apple
17,25,5,42,13,15,11.887074,8.629946235,90.84604206,orange
131,50,17,3,111,27,26.20638205,6.548285162,73.08495384,cotton
109,38,30,53,65,63,27.2772944,7.910221531,119.5548949,coffee
16,34,45,44,52,4,21.14823871,7.352319594,69.70261522,rice
67,60,19,25,83,25,23.42623852,6.258385407,76.7868855,maize
62,77,82,11,10,36,20.07060672,8.643050513,72.48542829,chickpea
68,75,25,13,11,43,27.49427795,6.973520218,41.0218896,lentil
117,15,42,24,1,2,20.91830138,6.137980734,286.3965449,pomegranate
91,76,43,29,64,20,26.07486319,7.286201891,108.0244839,banana
15,33,24,46,54,66,30.16947606,4.62878444,94.90969892,mango
25,140,197,42,49,47,31.64506709,6.352586687,70.09880916,grapes
36,133,203,49,65,40,22.52805193,6.111235065,114.5151886,apple
40,7,35,42,15,7,21.86398182,6.216708427,114.4876876,orange
110,40,31,3,94,24,24.24681035,5.901399598,68.44762033,cotton
106,23,39,22,2,3,27.21949138,6.029371192,146.0712192,coffee
117,45,50,23,3,2,23.9335572,6.427885001,99.60024685,rice
105,42,15,27,80,39,25.35178566,7.883617202,105.8897082,maize
21,65,83,11,10,38,19.07443531,8.500180499,69.26390477,chickpea
102,76,27,11,84,40,25.22050454,6.032826003,51.45174661,lentil
29,18,31,21,2,4,22.23875772,6.619584758,113.0292876,pomegranate
109,70,38,45,61,13,26.4310259,5.826762744,92.85311965,banana
40,19,19,27,7,40,24.31946671,6.012812055,61.82650667,mango
22,130,197,31,45,33,23.27890576,6.23620038,78.41374774,grapes
13,128,198,53,88,38,22.59399974,6.666065685,105.4272044,apple
0,15,12,23,14,11,18.87442696,7.070936921,105.3190762,orange
131,55,19,4,105,32,25.403926,8.117233577,72.00379297,cotton
103,27,36,21,4,4,24.57695031,7.149229894,195.7740031,coffee
73,40,32,17,8,3,24.88724908,7.940348458,180.9199325,rice
106,39,18,26,75,27,22.21380282,6.183664143,66.83124601,maize
40,55,83,12,11,28,20.74483365,8.76385408,73.09560244,chickpea
5,68,18,11,12,58,27.35078928,7.248854685,40.05000873,lentil
6,9,37,19,3,3,24.35737399,7.090310747,115.8055842,pomegranate
113,91,56,29,44,18,28.66814854,7.189174594,112.5193575,banana
30,23,49,41,55,66,27.17678261,7.271415846,96.87501453,mango
18,128,202,42,47,46,23.06707354,7.307479659,68.18004424,grapes
3,130,201,47,143,39,22.87761231,5.987151625,125.2329972,apple
31,13,8,34,11,5,20.87989964,7.934783562,105.2550903,orange
108,41,16,8,104,25,25.78860814,7.095529715,66.60358485,cotton
92,38,22,6,83,32,20.49072844,7.525106921,80.7044194,coffee
89,30,28,25,2,1,24.51359954,7.021958373,192.107279,rice
88,39,16,32,68,30,22.68000469,7.036960921,100.4842034,maize
41,56,84,8,5,41,19.01673231,8.097161152,73.82660834,chickpea
7,87,22,9,8,41,23.28627426,7.420742042,41.49411238,lentil
99,15,32,22,1,4,24.22833012,8.048806557,115.2170009,pomegranate
97,70,53,34,58,17,28.73652693,6.480258784,117.6116448,banana
6,17,14,4,8,54,21.61745479,6.02580444,95.1385284,mango
9,126,202,38,43,39,24.00189249,7.738129856,75.79833333,grapes
30,128,202,46,128,27,22.23741593,6.095398288,105.4871594,apple
3,7,11,46,9,5,9.966329669,6.848948915,109.8154973,orange
116,57,20,2,94,27,25.36515087,7.490806729,69.90915605,cotton
31,26,21,17,4,4,28.51692195,7.658122835,191.1249064,coffee
81,145,17,36,38,31,25.50508057,7.13474028,70.96458974,rice
99,54,17,23,83,25,25.09880159,7.383741869,105.7749304,maize
47,58,78,7,5,29,17.95671995,6.047188461,72.34771356,chickpea
4,82,22,14,6,66,28.13817101,7.736837941,44.49927445,lentil
5,18,36,20,5,4,21.63701377,6.248839377,101.2905615,pomegranate
124,68,54,43,59,14,29.92009656,7.314125692,104.8849648,banana
22,46,29,58,48,79,28.27270297,7.729377201,95.19467312,mango
28,138,201,32,35,30,28.36884174,7.538192076,70.87911105,grapes
29,129,204,54,70,42,21.51119918,6.94677882,120.5398833,apple
26,31,5,48,14,8,24.4315395,7.876634332,113.4607228,orange
107,51,36,1,113,22,25.92873181,8.715132382,66.87557796,cotton
114,27,52,18,1,4,24.26891888,6.247365774,214.7042888,coffee
110,51,47,18,1,1,22.65690812,6.634172171,261.3613461,rice
83,55,30,30,67,32,23.60175686,5.968956986,85.89860015,maize
40,58,85,9,10,37,18.76227154,6.123569313,86.90993514,chickpea
10,80,19,9,15,59,26.1824042,7.344175752,51.02440198,lentil
3,18,36,24,5,8,20.40163033,8.049836526,116.5185719,pomegranate
101,94,53,44,56,18,25.74509842,7.235274289,115.2581424,banana
27,39,23,40,58,79,36.15961785,6.519691011,84.78115302,mango
4,133,198,35,38,34,24.48259736,7.069474326,70.44433195,grapes
9,139,205,40,139,44,23.85993607,7.382388644,111.7750709,apple
37,13,10,35,8,9,9.990352902,7.040873746,103.5626613,orange
128,46,13,2,104,29,25.80889493,5.918997926,69.92652819,cotton
84,42,36,30,8,4,24.74332062,7.815626617,180.4863025,coffee
107,42,27,16,8,1,26.90276523,9.230449396,250.6298576,rice
91,37,22,22,75,34,26.45389443,8.205213208,74.00690122,maize
80,59,84,13,9,29,18.7861239,8.778476132,70.17621748,chickpea
5,75,17,9,10,58,30.86815538,7.659267871,47.20063537,lentil
16,20,45,22,9,3,21.74452569,6.382362788,114.9548347,pomegranate
101,89,55,42,61,19,30.07026239,5.973426777,108.7802858,banana
55,48,19,48,63,76,29.60382096,6.498908223,99.61711047,mango
12,130,200,45,38,42,25.00075575,7.679491959,72.36431406,grapes
23,135,202,52,63,27,22.82065799,5.74840627,115.6207445,apple
21,5,11,37,11,16,9.447555308,7.279237237,115.2783192,orange
125,41,17,2,103,36,24.2244201,7.654354501,70.12589675,cotton
107,47,20,25,52,29,24.6038555,6.615809941,102.7014936,coffee
97,47,45,23,9,2,20.2034577,7.556786704,100.2453594,rice
93,43,29,31,83,26,24.69226898,6.542698547,65.24636382,maize
73,63,85,9,11,36,20.89959758,6.213429302,64.41146964,chickpea
110,83,17,10,70,60,25.31073555,7.018471066,51.39825571,lentil
11,18,37,28,2,7,19.79993221,8.129938594,103.9184314,pomegranate
102,80,42,21,59,2,26.17073339,6.090843694,111.4236757,banana
10,29,28,56,56,71,34.96832229,5.435651829,92.61686287,mango
8,138,204,31,51,41,32.83235337,7.846314412,72.47348666,grapes
26,133,200,41,73,34,25.85580731,6.999296569,116.8119322,apple
14,5,10,49,15,13,32.7622941,8.096284091,106.3561488,orange
111,43,20,3,109,44,25.94920492,8.579281727,78.44905646,cotton
9,24,24,29,11,2,23.6505867,8.017517216,142.9041726,coffee
100,38,51,23,1,1,19.65893637,6.704509322,220.8260763,rice
93,62,24,22,77,20,25.79902095,8.337949406,88.05985306,maize
19,61,80,10,5,39,18.83539363,7.634757009,65.31340264,chickpea
7,82,28,11,9,60,27.22688934,7.341261572,38.87579036,lentil
37,31,39,21,2,1,18.86807434,7.032056888,105.0513493,pomegranate
108,76,39,21,69,20,30.0237982,6.586732386,94.99627884,banana
41,24,27,47,50,75,28.86259844,6.150489236,85.92777753,mango
28,140,198,44,56,41,23.48667449,6.579844577,70.65166335,grapes
6,141,203,52,69,42,24.51406115,6.672200217,107.792307,apple
1,17,12,28,9,8,20.54400288,6.913077692,119.4545055,orange
89,52,11,2,107,29,25.02903013,7.101051218,89.83698575,cotton
26,25,33,50,3,5,26.94017984,8.13174373,153.8593979,coffee
107,55,45,22,1,3,19.99198467,6.432895435,249.5950622,rice
71,41,14,22,80,26,20.93484718,7.71155447,74.29383327,maize
62,54,81,13,12,36,20.1797769,6.360946304,77.95780488,chickpea
93,61,23,9,10,40,25.35256481,8.506539928,52.82845369,lentil
2,7,31,26,4,7,21.07172451,7.147459936,103.3869824,pomegranate
104,66,51,38,77,18,28.62418002,5.699503187,96.31824664,banana
24,24,27,40,14,79,35.75714173,5.810391769,86.4050894,mango
3,136,196,38,38,30,30.30411986,6.075449765,66.25396567,grapes
13,136,200,38,76,30,21.43891107,5.866124349,87.26460307,apple
26,7,13,30,60,4,26.07932468,7.304030029,117.7560889,orange
116,39,37,3,75,1,25.53769235,5.952116459,150.8901958,cotton
95,38,27,24,3,2,22.94392709,7.861664961,166.4922367,coffee
115,52,42,24,6,2,20.25688699,6.245112128,255.359025,rice
90,57,16,20,82,23,24.78894437,6.100384331,73.08133315,maize
55,57,81,11,5,43,19.69008643,6.06440926,71.29584328,chickpea
4,75,25,11,8,57,26.38314984,7.967174967,56.25024481,lentil
99,17,44,29,2,3,19.40238161,7.482309601,110.0440204,pomegranate
113,73,47,32,73,14,27.31791122,7.150127444,107.8331965,banana
14,23,25,59,50,58,29.15893198,5.780544389,86.44600973,mango
25,137,196,39,53,35,31.12255883,6.74902964,75.49278976,grapes
97,54,204,51,75,19,25.41559726,6.210642494,114.5162105,apple
29,23,17,33,12,8,20.7226372,8.266711468,121.6315585,orange
131,47,27,2,82,19,23.37954852,7.378133189,87.68538501,cotton
122,27,13,17,5,9,25.88477671,7.893917962,121.6411665,coffee
95,35,44,15,3,4,21.77437774,8.218892837,208.1516377,rice
101,41,17,26,76,3,20.91081966,6.149986386,76.45596305,maize
60,52,83,13,10,39,17.60952874,8.743201197,62.1763739,chickpea
33,76,21,12,15,47,19.16079777,8.007241774,51.30253432,lentil
5,20,25,19,6,2,20.25334247,7.023192616,114.0130423,pomegranate
91,79,43,40,59,10,26.14174599,7.156773634,214.4796515,banana
13,37,25,59,55,70,31.1701824,4.880578542,97.15938773,mango
91,141,199,45,36,46,22.84469114,6.189326521,70.93012683,grapes
15,137,201,46,149,27,24.03862452,7.269784229,77.7953066,apple
6,16,5,26,8,8,24.00663441,7.564558075,96.61704792,orange
115,59,16,1,93,22,26.08275838,5.841089484,107.7333978,cotton
29,29,34,22,1,3,24.64426424,5.89325722,96.16064704,coffee
21,16,32,41,97,32,30.39203962,7.01260224,178.7212794,rice
104,51,24,33,71,41,25.17203259,6.513389608,86.46082694,maize
33,55,82,6,3,24,22.04239731,6.835010562,67.66461996,chickpea
37,76,21,8,7,60,22.73920685,7.287984376,54.87142471,lentil
6,22,44,24,5,7,19.96817772,6.22001757,104.1825561,pomegranate
96,72,53,28,59,21,29.05473515,6.794198041,111.6055356,banana
15,40,30,59,54,80,34.22601859,6.611423418,98.11522179,mango
33,145,200,42,35,46,18.0889158,5.93804619,69.74726322,grapes
8,145,204,42,75,38,23.51856912,7.349557789,113.9328179,apple
14,13,10,49,9,7,22.50879243,6.975779436,110.9255367,orange
127,48,35,4,93,32,25.41816764,6.081960016,84.89873321,cotton
11,25,10,24,4,5,22.99879561,6.485510284,121.6473245,coffee
71,46,16,40,6,61,26.44077333,7.432734449,78.67581795,rice
62,52,22,25,64,39,23.71415024,6.386047047,88.33111597,maize
60,64,81,12,4,28,17.43504736,8.179676908,65.97976523,chickpea
19,77,27,11,14,57,25.58632589,7.045561416,52.38600341,lentil
17,19,36,24,8,4,26.15245635,7.928309405,177.3979855,pomegranate
106,91,51,41,70,21,28.64031832,7.146381632,114.2845275,banana
6,26,34,59,51,63,29.04984217,5.444923429,85.44300299,mango
33,145,199,47,44,44,35.34886167,6.592200188,77.26110228,grapes
13,127,205,45,103,49,22.50480264,7.150567816,107.7231016,apple
21,26,30,38,13,16,21.21659896,5.973237441,184.154279,orange
117,41,32,4,105,28,24.11835618,8.018887532,92.6891429,cotton
88,29,37,57,5,3,26.57684003,7.169126824,191.3111641,coffee
94,29,41,21,4,2,21.70661415,8.083040031,258.5966276,rice
106,39,24,20,95,38,22.23838752,7.758801115,70.22452312,maize
48,80,79,11,3,32,18.06579149,6.209021027,64.80323059,chickpea
9,69,28,11,9,59,26.75416308,5.922557978,35.92925717,lentil
10,25,23,21,2,4,20.6948402,6.572714938,119.2864841,pomegranate
106,75,56,28,72,14,24.92661015,7.186209819,99.93771682,banana
24,40,37,41,45,34,33.07786454,6.991949991,89.33100079,mango
7,143,197,45,39,34,24.73955622,5.660743054,66.62885028,grapes
14,130,202,34,71,44,22.62584254,6.721746265,120.5338947,apple
5,19,18,33,11,9,28.4608748,7.235299879,107.0451269,orange
113,39,19,4,95,40,23.80570966,8.464970326,84.49981749,cotton
93,29,28,24,3,2,27.40401745,7.761412966,182.5277707,coffee
92,18,10,22,9,8,23.81830512,7.737634427,174.3411419,rice
100,40,26,26,52,43,25.46612224,6.173140632,72.94091352,maize
56,54,80,9,5,36,17.68796578,8.738611657,66.16340458,chickpea
31,72,23,9,14,58,29.08527207,7.397493135,43.11022126,lentil
35,21,25,20,3,1,19.99720345,6.750694796,104.2696552,pomegranate
95,69,48,30,69,15,30.16685919,7.104683358,115.1218717,banana
13,30,28,56,54,67,35.99262075,5.589037581,97.02869321,mango
29,140,197,34,69,30,11.35289398,7.449650349,65.68254985,grapes
33,139,201,38,99,36,24.05604066,7.013860025,116.8685831,apple
35,68,10,46,84,18,22.08209149,7.021957459,109.5454358,orange
112,46,35,3,112,25,21.89637425,6.947758132,104.8693335,cotton
74,44,15,24,6,35,20.83454536,7.069783634,83.74834079,coffee
61,24,41,25,6,4,23.21987215,7.928290688,212.2548685,rice
106,57,12,28,73,39,23.63410636,7.392788651,90.03517863,maize
50,54,83,13,8,24,22.31069863,8.645012396,94.83494079,chickpea
8,61,16,9,10,43,26.77743218,6.641175891,53.63654213,lentil
9,17,33,27,3,5,23.62670204,8.895197711,110.4749835,pomegranate
83,80,55,19,48,12,27.64699951,7.245462578,114.6477319,banana
21,38,26,33,51,76,30.55038693,5.441121936,87.06305485,mango
19,141,201,44,51,55,33.33367834,6.618354695,68.01999221,grapes
13,138,199,50,71,36,24.37809291,5.998592816,99.72695475,apple
87,17,19,18,5,9,26.25531604,5.999611639,112.908825,orange
108,56,22,2,108,45,24.83606318,7.300261383,98.17328289,cotton
90,25,21,23,1,2,24.30068284,6.928495783,121.4302797,coffee
110,37,26,20,1,4,22.6234672,7.164190328,126.1999973,rice
92,39,17,23,59,37,24.1238137,6.272232546,81.02081017,maize
38,54,81,13,12,32,18.95505777,7.515678661,89.2087607,chickpea
41,84,27,10,12,47,26.97852422,8.554081593,42.13266819,lentil
99,29,37,19,3,4,23.08663975,8.092958735,102.4104399,pomegranate
111,74,60,41,58,21,29.48444987,7.148846519,115.7043856,banana
2,23,20,40,44,51,31.65226338,5.802951482,80.33742507,mango
3,130,200,35,35,41,29.13561059,7.624736694,74.90643974,grapes
4,135,204,34,131,1,23.61293571,5.990896865,105.7771236,apple
100,54,12,23,12,6,24.13415045,8.707026973,101.2510507,orange
129,49,35,6,116,29,22.38350415,7.065441936,64.83093662,cotton
86,27,35,26,4,75,24.97560865,5.641045392,143.5965771,coffee
72,32,41,21,5,2,21.90322629,6.239151566,295.5077849,rice
94,59,18,28,62,22,24.94665053,7.432203957,86.86101595,maize
41,65,83,12,5,25,20.1966676,8.442426461,66.15556865,chickpea
31,79,24,12,9,41,26.07901196,6.176921209,37.817928,lentil
37,16,38,28,5,8,20.76460778,6.961024056,110.5724472,pomegranate
91,78,49,41,67,15,27.71364109,7.247862633,96.14275684,banana
83,34,29,22,36,26,23.80193245,7.926415996,175.9447494,mango
23,137,197,48,51,35,23.41690198,6.125067695,70.20879997,grapes
28,120,202,41,80,34,24.05520056,6.242800861,94.53039351,apple
14,22,11,19,10,7,10.9999536,7.139707728,97.21478945,orange
112,53,24,3,108,20,26.37999934,7.167298019,73.6334647,cotton
120,25,22,44,3,8,26.26452949,7.389082853,99.38518305,coffee
